Name,Feild of work,Author's Pub,Adj.#,Citations,h-index,i10-index,HomePage,ORCID,Institution,Count for ins,Faculty
Darius Burschka,Robotics,14,5.1,7116.0,34.0,66.0,https://mvp.in.tum.de/,,TU Munich,5.7,24
Patrick van der Smagt,"Robotics, Ml",13,3.1,14231.0,44.0,100.0,https://argmax.ai/,0000-0003-4418-4916,TU Munich,5.7,24
Gerd Hirzinger,Robotics,11,3.1,,,,,,TU Munich,5.7,24
Rüdiger Westermann,Visualization,9,2.4,,,,,0000-0002-3394-0731,TU Munich,5.7,24
Laura Leal-Taixé,Vision,5,1.3,9610.0,38.0,67.0,https://dvl.in.tum.de/team/lealtaixe,0000-0001-8709-1133,TU Munich,5.7,24
Felix Brandt 0001,Ai,2,0.8,4935.0,40.0,90.0,http://dss.in.tum.de/staff/brandt/,0000-0002-4179-9897,TU Munich,5.7,24
Martin Schulz 0001,Hpc,2,0.3,,,,,0000-0001-9013-435X,TU Munich,5.7,24
Susanne Albers,Ecom,2,1.0,5528.0,38.0,65.0,http://www14.in.tum.de/personen/albers/,,TU Munich,5.7,24
Angela Dai,Vision,2,0.4,8072.0,25.0,32.0,https://angeladai.github.io/,0000-0002-6241-8782,TU Munich,5.7,24
Jens Grossklags,Security,2,0.8,8119.0,42.0,103.0,https://www.cs.cit.tum.de/ct/,0000-0003-1093-1282,TU Munich,5.7,24
Jan Kretínský,Logic,2,0.5,,,,,0000-0002-8122-2881,TU Munich,5.7,24
Cristina Piazza,Robotics,2,0.3,1358.0,12.0,13.0,https://www.professoren.tum.de/piazza-cristina,0000-0002-0358-8677,TU Munich,5.7,24
Burkhard Rost,Comp. bio,2,0.8,49791.0,102.0,253.0,http://www.rostlab.org/,0000-0003-0179-8424,TU Munich,5.7,24
Martin Bichler,,1,0.3,7293.0,40.0,99.0,http://dss.in.tum.de/,0000-0001-5491-2935,TU Munich,5.7,24
Bernd Brügge,,1,0.3,7520.0,39.0,136.0,http://www1.in.tum.de/,,TU Munich,5.7,24
Daniel Cohen-Or,,70,13.0,46531.0,108.0,379.0,http://www.cs.tau.ac.il/~dcor/,0000-0001-6777-7445,Tel Aviv University,5.0,15
Michal Feldman,"Ecom, Ai",23,6.7,,,,,0000-0002-2915-8405,Tel Aviv University,5.0,15
Dan Halperin,,12,4.4,,,,,0000-0002-3345-3765,Tel Aviv University,5.0,15
Yishay Mansour,,10,3.4,30271.0,80.0,261.0,https://www.cs.tau.ac.il/~mansour/,0000-0001-6891-2645,Tel Aviv University,5.0,15
Amit Bermano,"Graphics, Vision",8,1.6,1275.0,19.0,32.0,https://www.cs.tau.ac.il/~amberman/,0000-0002-3592-1112,Tel Aviv University,5.0,15
Roded Sharan,Comp. bio,7,2.1,,,,,0000-0001-8363-4882,Tel Aviv University,5.0,15
Yossi Azar,Theory,6,1.7,,,,,0000-0002-5097-8993,Tel Aviv University,5.0,15
Raja Giryes,Vision,5,1.0,5528.0,39.0,75.0,https://www.giryes.sites.tau.ac.il/,0000-0002-2830-0297,Tel Aviv University,5.0,15
Ron Shamir,,3,0.9,29067.0,81.0,232.0,http://www.cs.tau.ac.il/~rshamir,0000-0003-1889-9870,Tel Aviv University,5.0,15
Mahmood Sharif,"Security, Hci",2,0.3,2064.0,12.0,12.0,https://mahmoods01.github.io/,0000-0001-7661-2220,Tel Aviv University,5.0,15
Benny Chor,,1,0.5,,,,,,Tel Aviv University,5.0,15
Haim Kaplan,"Theory, Ml",1,0.3,,,,,0000-0001-9586-8002,Tel Aviv University,5.0,15
Eran Tromer,"Security, Crypto",1,0.3,15083.0,42.0,58.0,http://cs.tau.ac.il/~tromer,,Tel Aviv University,5.0,15
Lior Wolf,Vision,1,0.2,30843.0,68.0,199.0,http://www.cs.tau.ac.il/~wolf,0000-0001-5578-8892,Tel Aviv University,5.0,15
Haim J. Wolfson,,1,0.5,,,,,,Tel Aviv University,5.0,15
Hans-Peter Seidel,,45,8.9,,,,,0000-0002-1343-8613,Max Planck Society,4.8,13
Christian Theobalt,,39,6.2,29662.0,97.0,248.0,https://www.mpi-inf.mpg.de/departments/visual-computing-and-artificial-intelligence,0000-0001-6104-6625,Max Planck Society,4.8,13
Metin Sitti,,32,8.5,40796.0,109.0,382.0,http://pi.is.mpg.de/,0000-0001-8249-3854,Max Planck Society,4.8,13
Karol Myszkowski,,21,3.8,11264.0,52.0,111.0,http://www.mpi-inf.mpg.de/~karol/,0000-0002-8505-4141,Max Planck Society,4.8,13
Katherine J. Kuchenbecker,,14,4.7,6830.0,46.0,110.0,https://hi.is.mpg.de/,0000-0002-5004-0313,Max Planck Society,4.8,13
Michael J. Black,,13,2.9,66445.0,117.0,308.0,http://ps.is.mpg.de/,0000-0001-6077-4540,Max Planck Society,4.8,13
Bernhard Schölkopf,,5,0.8,,,,,0000-0002-8177-0925,Max Planck Society,4.8,13
Martin Vingron,,3,1.3,,,,,0000-0002-1765-4241,Max Planck Society,4.8,13
Gilles Barthe,,1,0.2,,,,,0000-0002-3853-1777,Max Planck Society,4.8,13
Asia J. Biega,,1,0.5,2018.0,17.0,18.0,https://asiabiega.github.io/,,Max Planck Society,4.8,13
Krishna P. Gummadi,,1,0.3,37035.0,70.0,131.0,http://www.mpi-sws.org/~gummadi/,,Max Planck Society,4.8,13
Kurt Mehlhorn,,1,0.3,25296.0,76.0,244.0,https://people.mpi-inf.mpg.de/~mehlhorn/,0000-0003-4020-4334,Max Planck Society,4.8,13
Bernt Schiele,,1,0.1,83360.0,136.0,325.0,http://www.mpi-inf.mpg.de/~schiele,0000-0001-9683-5237,Max Planck Society,4.8,13
Benjamin Bach,"Hci, Visualization",34,6.4,3668.0,32.0,51.0,http://vishub.net/,,University of Edinburgh,4.2,22
Sethu Vijayakumar,Robotics,33,7.9,10343.0,44.0,142.0,http://homepages.inf.ed.ac.uk/svijayak,0000-0003-0649-7241,University of Edinburgh,4.2,22
Zhibin Li 0001,Robotics,22,5.2,,,,,0000-0002-6357-7419,University of Edinburgh,4.2,22
Subramanian Ramamoorthy,Robotics,19,6.4,2310.0,24.0,68.0,http://rad.inf.ed.ac.uk/,0000-0002-6300-5103,University of Edinburgh,4.2,22
Taku Komura,Graphics,11,2.8,7846.0,39.0,101.0,https://i.cs.hku.hk/~taku/,0000-0002-2729-5860,University of Edinburgh,4.2,22
Kami Vaniea,Hci,11,3.8,1673.0,22.0,36.0,https://vaniea.com/,0000-0001-8042-3342,University of Edinburgh,4.2,22
Xiaoxuan Lu 0001,Robotics,6,1.2,1963.0,24.0,31.0,https://christopherlu.github.io/,0000-0002-3733-4480,University of Edinburgh,4.2,22
Timothy M. Hospedales,Vision,5,1.1,19371.0,63.0,152.0,http://homepages.inf.ed.ac.uk/thospeda/,0000-0003-4867-7486,University of Edinburgh,4.2,22
Michael F. P. O'Boyle,Robotics,4,0.4,,,,,0000-0003-1619-5052,University of Edinburgh,4.2,22
Barbara Webb,Robotics,4,1.5,5616.0,42.0,88.0,http://homepages.inf.ed.ac.uk/bwebb,0000-0002-8336-6926,University of Edinburgh,4.2,22
Stuart Anderson,Robotics,3,0.6,,,,,0000-0003-0856-5383,University of Edinburgh,4.2,22
Robert B. Fisher,"Robotics, Ml",3,0.5,18194.0,53.0,203.0,http://homepages.inf.ed.ac.uk/rbf/,0000-0001-6860-9371,University of Edinburgh,4.2,22
Vijay Nagarajan,Arch,3,0.5,,,,,,University of Edinburgh,4.2,22
Maria Klara Wolters,Hci,2,0.6,,,,,0000-0002-3369-3558,University of Edinburgh,4.2,22
Michael U. Gutmann,Ml,1,0.2,5039.0,27.0,41.0,http://homepages.inf.ed.ac.uk/mgutmann,,University of Edinburgh,4.2,22
Aggelos Kiayias,"Security, Crypto",1,0.3,,,,,0000-0001-8501-3633,University of Edinburgh,4.2,22
Walid Magdy,Nlp,1,0.3,3369.0,34.0,74.0,http://homepages.inf.ed.ac.uk/wmagdy/,0000-0001-9676-1338,University of Edinburgh,4.2,22
Mahesh K. Marina,Mobile,1,0.1,12230.0,35.0,61.0,http://homepages.inf.ed.ac.uk/mmarina/,0000-0002-6946-5143,University of Edinburgh,4.2,22
Helen Pain,,1,0.3,,,,,0000-0002-1812-1324,University of Edinburgh,4.2,22
Paul Patras,,1,0.2,2546.0,20.0,31.0,http://homepages.inf.ed.ac.uk/ppatras/,0000-0002-1037-0158,University of Edinburgh,4.2,22
Mark Steedman,Nlp,1,0.2,,,,,,University of Edinburgh,4.2,22
Nigel P. Topham,,1,0.1,,,,,0000-0002-6310-0602,University of Edinburgh,4.2,22
Sven Behnke,Robotics,49,18.8,15842.0,66.0,265.0,http://ais.uni-bonn.de/behnke,0000-0002-5040-7525,University of Bonn,3.8,11
Maren Bennewitz,Robotics,32,11.0,10342.0,40.0,88.0,https://www.hrl.uni-bonn.de/,,University of Bonn,3.8,11
Matthias B. Hullin,"Graphics, Vision",11,2.4,2723.0,26.0,40.0,https://light.cs.uni-bonn.de/team/matthias-hullin/,0000-0002-8041-5665,University of Bonn,3.8,11
Thomas Kesselheim,"Theory, Ecom",8,3.2,1630.0,19.0,30.0,http://www.thomas-kesselheim.de/,0000-0002-9420-9424,University of Bonn,3.8,11
Thomas Schultz 0001,Visualization,6,1.9,1969.0,24.0,46.0,http://cg.cs.uni-bonn.de/schultz/,0000-0002-1200-7248,University of Bonn,3.8,11
Reinhard Klein,"Vision, Robotics",6,1.5,,,,,0000-0002-5505-9347,University of Bonn,3.8,11
Matthew Smith 0001,Security,4,0.8,,,,,,University of Bonn,3.8,11
Volker Steinhage,Robotics,3,1.0,,,,,0000-0002-3172-3645,University of Bonn,3.8,11
Juergen Gall,Vision,1,0.3,17265.0,66.0,130.0,http://gall.cv-uni-bonn.de/,0000-0002-9447-3399,University of Bonn,3.8,11
Heiko Röglin,Theory,1,0.3,1919.0,24.0,37.0,http://www.roeglin.org/,,University of Bonn,3.8,11
Stefan Wrobel,,1,0.3,,,,,,University of Bonn,3.8,11
Tamim Asfour,Robotics,49,12.8,13415.0,55.0,197.0,http://www.humanoids.kit.edu/,0000-0003-4879-7680,Karlsruhe Institute of Technology,3.4,14
Gerhard Neumann,Robotics,34,7.5,7413.0,43.0,94.0,https://alr.anthropomatik.kit.edu/,0000-0002-5483-4225,Karlsruhe Institute of Technology,3.4,14
Rüdiger Dillmann,Robotics,20,5.0,21859.0,66.0,431.0,https://his.anthropomatik.kit.edu/,0000-0002-2049-8219,Karlsruhe Institute of Technology,3.4,14
Torsten Kröger,Robotics,19,6.3,8019.0,24.0,40.0,https://www.ipr.kit.edu/,,Karlsruhe Institute of Technology,3.4,14
Carsten Dachsbacher,Graphics,17,4.8,5982.0,39.0,98.0,http://cg.ivd.kit.edu/,0000-0003-4690-3574,Karlsruhe Institute of Technology,3.4,14
Björn Hein,Robotics,13,2.7,,,,,0000-0001-9569-5201,Karlsruhe Institute of Technology,3.4,14
Michael Beigl,Hci,6,1.3,,,,,0000-0001-5009-2327,Karlsruhe Institute of Technology,3.4,14
Rainer Stiefelhagen,Vision,5,1.5,17483.0,71.0,235.0,http://cvhci.anthropomatik.kit.edu/,0000-0001-8046-4945,Karlsruhe Institute of Technology,3.4,14
Uwe D. Hanebeck,Robotics,4,1.3,9854.0,44.0,232.0,http://www.hanebeck.org/,0000-0001-9870-2331,Karlsruhe Institute of Technology,3.4,14
Boris Neubert,Graphics,3,0.5,,,,,,Karlsruhe Institute of Technology,3.4,14
Melanie Volkamer,Hci,2,0.4,3772.0,32.0,114.0,http://www.secuso.org/,0000-0003-2674-4043,Karlsruhe Institute of Technology,3.4,14
Jürgen Beyerer,,1,0.3,,,,,0000-0003-3556-7181,Karlsruhe Institute of Technology,3.4,14
Klemens Böhm,,1,0.3,5068.0,37.0,113.0,https://dbis.ipd.kit.edu/,0000-0002-1706-1913,Karlsruhe Institute of Technology,3.4,14
Anne Koziolek,,1,0.3,2811.0,26.0,56.0,http://are.ipd.kit.edu/people/anne_koziolek,0000-0002-1593-3394,Karlsruhe Institute of Technology,3.4,14
Elmar Eisemann,"Visualization, Graphics",15,3.7,6575.0,40.0,96.0,http://graphics.tudelft.nl/~eisemann,0000-0003-4153-065X,TU Delft,3.4,27
Klaus Hildebrandt,Graphics,9,2.4,1825.0,21.0,29.0,https://graphics.tudelft.nl/~klaus/,0000-0002-9196-3923,TU Delft,3.4,27
Anna Vilanova,Visualization,8,1.3,,,,,0000-0002-1034-737X,TU Delft,3.4,27
Ujwal Gadiraju,"Web+ir, Hci",6,1.6,2447.0,25.0,56.0,https://ujwalgadiraju.com/,0000-0002-6189-6539,TU Delft,3.4,27
Thomas Höllt,Visualization,6,0.9,4634.0,27.0,40.0,http://www.thomashollt.com/,0000-0001-8125-1650,TU Delft,3.4,27
Petr Kellnhofer,"Vision, Graphics",6,1.3,2530.0,16.0,20.0,https://kellnhofer.xyz/,,TU Delft,3.4,27
Boudewijn P. F. Lelieveldt,Visualization,4,0.6,,,,,0000-0001-8269-7603,TU Delft,3.4,27
Xucong Zhang,"Vision, Hci",4,1.2,3021.0,20.0,25.0,https://www.ccmitss.com/zhang,0000-0002-8368-3542,TU Delft,3.4,27
Alessandro Bozzon,"Web+ir, Hci",3,0.8,3575.0,30.0,75.0,http://www.alessandrobozzon.com/,0000-0002-3300-2913,TU Delft,3.4,27
Hayley Hung,Hci,3,1.0,2857.0,28.0,51.0,http://homepage.tudelft.nl/3e2t5/,0000-0001-9574-5395,TU Delft,3.4,27
Mark A. Neerincx,Robotics,3,0.8,,,,,0000-0002-8161-5722,TU Delft,3.4,27
Matthijs T. J. Spaan,Ai,3,0.8,4884.0,33.0,72.0,http://www.st.ewi.tudelft.nl/~mtjspaan,,TU Delft,3.4,27
Przemyslaw Pawelczak,"Arch, Mobile, Hci",2,0.4,2803.0,27.0,49.0,http://www.pawelczak.net/,0000-0002-1302-1148,TU Delft,3.4,27
Michael Weinmann,Vision,2,0.3,1249.0,19.0,25.0,https://graphics.tudelft.nl/michael-weinmann/,0000-0003-3634-0093,TU Delft,3.4,27
Jie Yang 0028,Web+ir,1,0.2,1629.0,19.0,30.0,http://yangjiera.github.io/,0000-0002-0350-0313,TU Delft,3.4,27
Avishek Anand,Web+ir,1,0.2,1522.0,25.0,40.0,http://www.avishekanand.com/,0000-0002-0163-0739,TU Delft,3.4,27
Rafael Bidarra,,1,0.3,5113.0,35.0,91.0,http://graphics.tudelft.nl/~rafa/,0000-0003-4281-6019,TU Delft,3.4,27
Jan C. van Gemert,Vision,1,0.2,6835.0,35.0,67.0,http://jvgemert.github.io/,0000-0002-3913-2786,TU Delft,3.4,27
Alan Hanjalic,Web+ir,1,0.2,12643.0,52.0,152.0,https://www.tudelft.nl/ewi/mmc/people/alan-hanjalic/,0000-0002-5771-2549,TU Delft,3.4,27
Guohao Lan,Mobile,1,0.1,1276.0,16.0,19.0,https://guohao.netlify.com/,0000-0003-2190-9937,TU Delft,3.4,27
Christoph Lofi,Web+ir,1,0.2,1100.0,20.0,32.0,http://www.wis.ewi.tudelft.nl/lofi/,,TU Delft,3.4,27
Marco Loog,Ml,1,0.2,7909.0,40.0,124.0,http://prlab.tudelft.nl/users/marco-loog,0000-0002-1298-8461,TU Delft,3.4,27
Catharine Oertel,,1,0.2,,,,,0000-0002-8273-0132,TU Delft,3.4,27
Frans A. Oliehoek,Ai,1,0.1,3931.0,33.0,63.0,https://www.fransoliehoek.net/,0000-0003-4372-5055,TU Delft,3.4,27
Marcel J. T. Reinders,,1,0.2,,,,,0000-0002-1148-1562,TU Delft,3.4,27
David M. J. Tax,,1,0.3,,,,,0000-0002-5153-9087,TU Delft,3.4,27
Lodewyk F. A. Wessels,,1,0.2,,,,,,TU Delft,3.4,27
Antti Oulasvirta,Hci,46,11.9,15145.0,63.0,169.0,http://users.comnet.aalto.fi/oulasvir/,0000-0002-2498-7837,Aalto University,3.3,18
Jaakko Lehtinen,Graphics,19,4.6,15811.0,38.0,58.0,https://users.aalto.fi/~lehtinj7,,Aalto University,3.3,18
Andrés Lucero,Hci,14,4.2,4323.0,34.0,90.0,http://funkydesignspaces.com/,0000-0002-7176-2884,Aalto University,3.3,18
Perttu Hämäläinen,"Hci, Graphics",11,2.8,2357.0,25.0,45.0,http://perttu.info/,0000-0001-7764-3459,Aalto University,3.3,18
Janne Lindqvist,Hci,10,2.6,3247.0,26.0,49.0,https://www.lindqvistlab.org/,,Aalto University,3.3,18
Antti Salovaara,Hci,6,1.5,2577.0,26.0,43.0,https://people.aalto.fi/antti.salovaara,0000-0001-7260-8670,Aalto University,3.3,18
Samuel Kaski,Ml,5,0.9,,,,,0000-0003-1925-9154,Aalto University,3.3,18
Juho Rousu,"Comp. bio, Ml",5,0.8,4809.0,32.0,66.0,https://people.aalto.fi/index.html?profilepage=isfor#!juho_rousu,0000-0002-0705-4314,Aalto University,3.3,18
Harri Lähdesmäki,"Ml, Comp. bio",4,0.9,,,,,,Aalto University,3.3,18
Robin Welsch,Hci,4,0.8,361.0,11.0,12.0,http://welschrobin.de/,0000-0002-7255-7890,Aalto University,3.3,18
Mario Di Francesco,Hci,3,0.8,7885.0,31.0,55.0,https://users.aalto.fi/~difram1,0000-0003-1351-1988,Aalto University,3.3,18
Virpi Roto,Hci,3,0.7,8726.0,37.0,72.0,http://www.allaboutux.org/virpiroto,0000-0002-6880-5636,Aalto University,3.3,18
Christian Guckelsberger,Hci,2,0.5,519.0,13.0,17.0,https://www.aalto.fi/en/people/christian-guckelsberger,0000-0003-1977-1887,Aalto University,3.3,18
Juho Kannala,Vision,2,0.5,8833.0,38.0,76.0,http://users.aalto.fi/~kannalj1/,0000-0001-5088-4041,Aalto University,3.3,18
Tuomas Aura,,1,0.3,,,,,0000-0003-1648-8875,Aalto University,3.3,18
Pekka Marttinen,,1,0.1,,,,,0000-0001-7078-7927,Aalto University,3.3,18
Marko Nieminen,,1,0.3,3754.0,25.0,26.0,https://faunatica.fi/,0000-0002-1892-3933,Aalto University,3.3,18
Petri Vuorimaa,,1,0.5,1297.0,19.0,39.0,http://www.tml.hut.fi/~pv,,Aalto University,3.3,18
Jan O. Borchers,Hci,21,5.5,8168.0,41.0,128.0,https://hci.rwth-aachen.de/borchers,,RWTH Aachen,3.3,8
Bastian Leibe,"Vision, Robotics",19,5.0,28956.0,75.0,155.0,http://www.vision.rwth-aachen.de/,0000-0003-4225-0051,RWTH Aachen,3.3,8
Leif Kobbelt,Graphics,17,4.6,23653.0,75.0,219.0,http://www.graphics.rwth-aachen.de/,0000-0002-7880-9470,RWTH Aachen,3.3,8
Torsten W. Kuhlen,Visualization,11,2.8,4806.0,34.0,113.0,http://www.vr.rwth-aachen.de/,0000-0003-2144-4367,RWTH Aachen,3.3,8
Gerhard Lakemeyer,Ai,4,1.3,,,,,0000-0002-7363-7593,RWTH Aachen,3.3,8
Jan Bender,Graphics,2,0.5,2321.0,27.0,48.0,http://www.interactive-graphics.de/,0000-0002-1908-4027,RWTH Aachen,3.3,8
Bernhard Rumpe,"Se, Robotics",2,0.4,17399.0,68.0,262.0,http://www.se-rwth.de/topics/,0000-0002-2147-1966,RWTH Aachen,3.3,8
Matthias Jarke,,1,0.3,,,,,0000-0001-6169-2942,RWTH Aachen,3.3,8
Marc Toussaint,Robotics,44,14.1,8018.0,44.0,147.0,https://www.user.tu-berlin.de/mtoussai/,0000-0002-5487-6767,TU Berlin,3.3,8
Oliver Brock,Robotics,41,14.4,10431.0,48.0,117.0,http://www.robotics.tu-berlin.de/,0000-0002-3719-7754,TU Berlin,3.3,8
Marc Alexa,"Graphics, Hci",16,5.5,18216.0,53.0,116.0,http://www.cg.tu-berlin.de/team/prof-dr-marc-alexa/,0000-0002-9854-8466,TU Berlin,3.3,8
Jens Lambrecht,Robotics,8,2.2,379.0,11.0,13.0,https://www.ignc.tu-berlin.de/,0000-0002-1017-9548,TU Berlin,3.3,8
Guillermo Gallego 0002,Vision,4,1.0,4566.0,31.0,41.0,http://www.guillermogallego.es/,0000-0002-2672-9241,TU Berlin,3.3,8
Sebastian Möller 0001,Visualization,3,0.5,10458.0,44.0,251.0,http://www.qu.tu-berlin.de/menue/team/faculty/parameter/en/,0000-0003-3057-0760,TU Berlin,3.3,8
Rolf Niedermeier,Ai,3,0.8,,,,,0000-0003-1703-1236,TU Berlin,3.3,8
Sahin Albayrak,,1,0.2,,,,,0000-0001-5092-4584,TU Berlin,3.3,8
Dieter Schmalstieg,Visualization,28,6.3,24660.0,78.0,319.0,http://dieterschmalstieg.me/,0000-0003-2813-2235,Graz University of Technology,3.2,16
Denis Kalkofen,"Visualization, Hci",12,2.2,2088.0,28.0,45.0,https://data.icg.tugraz.at/~denis/,,Graz University of Technology,3.2,16
Friedrich Fraundorfer,"Vision, Robotics",10,3.5,10691.0,39.0,93.0,https://www.tugraz.at/institute/icg/research/team-fraundorfer/,0000-0002-5805-8892,Graz University of Technology,3.2,16
Tobias Schreck,Visualization,9,1.7,8213.0,48.0,142.0,http://www.cgv.tugraz.at/Schreck,0000-0003-0778-8665,Graz University of Technology,3.2,16
Markus Steinberger,"Graphics, Hpc",9,1.9,1732.0,20.0,36.0,http://www.markussteinberger.net/,0000-0001-5977-8536,Graz University of Technology,3.2,16
Eduardo E. Veas,Hci,4,1.4,1690.0,20.0,39.0,http://kti.tugraz.at/staff/eveas/index.html,0000-0002-0356-4034,Graz University of Technology,3.2,16
Gerald Steinbauer,Robotics,3,0.7,1867.0,22.0,42.0,https://www.tugraz.at/institutes/ist/research/group-steinbauer-wagner,,Graz University of Technology,3.2,16
Horst Bischof,Vision,2,0.7,,,,,0000-0002-9096-6671,Graz University of Technology,3.2,16
Vincent Lepetit,Vision,2,0.4,34721.0,73.0,165.0,https://vincentlepetit.github.io/,0000-0001-9985-4433,Graz University of Technology,3.2,16
Ursula H. Augsdörfer,,1,0.2,406.0,9.0,9.0,https://www.tugraz.at/institute/cgv/augsdorfer/,,Graz University of Technology,3.2,16
Roderick Bloem,Logic,1,0.3,7175.0,43.0,98.0,https://www.iaik.tugraz.at/person/roderick-bloem/,0000-0002-1411-5744,Graz University of Technology,3.2,16
Christian Gütl,,1,0.3,5697.0,34.0,125.0,http://isds.tugraz.at/codis,0000-0001-9589-1966,Graz University of Technology,3.2,16
Robert Legenstein,Ml,1,0.3,5382.0,30.0,49.0,https://www.tugraz.at/institute/igi/people/prof-legenstein/,0000-0002-8724-5507,Graz University of Technology,3.2,16
Gernot R. Müller-Putz,,1,0.1,,,,,0000-0002-0087-3720,Graz University of Technology,3.2,16
Viktoria Pammer-Schindler,,1,0.3,1541.0,23.0,47.0,http://www.staff.tugraz.at/viktoria.pammer-schindler,0000-0001-7061-8947,Graz University of Technology,3.2,16
Johanna Pirker,,1,0.3,1085.0,19.0,34.0,http://jpirker.com/,0000-0002-0336-0592,Graz University of Technology,3.2,16
Alcherio Martinoli,Robotics,41,13.0,10657.0,51.0,165.0,https://disal.epfl.ch/,0000-0002-5201-7862,EPFL,3.1,9
Auke Jan Ijspeert,Robotics,35,8.8,24739.0,76.0,246.0,http://biorob.epfl.ch/page-36382.html,0000-0003-1417-9980,EPFL,3.1,9
Wenzel Jakob,Graphics,27,7.6,6250.0,30.0,48.0,http://rgl.epfl.ch/people/wjakob,0000-0002-6090-1121,EPFL,3.1,9
Mark Pauly,Graphics,22,5.0,19474.0,64.0,115.0,http://gcm.epfl.ch/,,EPFL,3.1,9
Alexandre Alahi,Vision,5,1.3,20555.0,39.0,62.0,http://vita.epfl.ch/,0000-0002-5004-1498,EPFL,3.1,9
Pierre Dillenbourg,"Robotics, Hci",5,1.3,,,,,0000-0001-9455-5119,EPFL,3.1,9
Pascal Fua,Vision,4,0.6,66036.0,111.0,371.0,https://people.epfl.ch/pascal.fua/bio?lang=en,0000-0002-6702-9970,EPFL,3.1,9
Jean-Pierre Hubaux,,4,0.8,45708.0,93.0,280.0,http://people.epfl.ch/jean-pierre.hubaux,,EPFL,3.1,9
Amir Zamir,Vision,1,0.1,13888.0,33.0,41.0,https://vilab.epfl.ch/zamir/,0000-0002-5559-1843,EPFL,3.1,9
Max Van Kleek,Hci,17,3.5,4759.0,36.0,72.0,http://www.cs.ox.ac.uk/people/max.vankleek/,0000-0003-3873-6366,University of Oxford,3.1,20
Agathoniki Trigoni,"Robotics, Vision",14,2.9,,,,,0000-0001-6236-9645,University of Oxford,3.1,20
Nigel Shadbolt,Hci,13,2.3,,,,,0000-0002-5085-9724,University of Oxford,3.1,20
Andrew Markham,"Robotics, Vision",12,2.4,7206.0,44.0,92.0,http://www.cs.ox.ac.uk/people/andrew.markham,0000-0001-5716-3941,University of Oxford,3.1,20
Paul W. Goldberg,Ecom,8,2.7,,,,,0000-0002-5436-7890,University of Oxford,3.1,20
Reuben Binns,Hci,7,1.4,3495.0,23.0,33.0,http://www.reubenbinns.com/,0000-0003-4718-2190,University of Oxford,3.1,20
Edith Elkind,Ai,4,1.8,,,,,,University of Oxford,3.1,20
Elias Koutsoupias,"Theory, Ecom",4,1.2,8672.0,34.0,67.0,http://www.cs.ox.ac.uk/people/elias.koutsoupias,0000-0002-2226-6737,University of Oxford,3.1,20
Alex Rogers,Ai,4,0.7,12334.0,58.0,166.0,http://www.cs.ox.ac.uk/people/alex.rogers/,0000-0001-6324-0536,University of Oxford,3.1,20
Shimon Whiteson,Ml,4,0.9,14935.0,57.0,150.0,http://www.cs.ox.ac.uk/people/shimon.whiteson,,University of Oxford,3.1,20
Jim Davies,Visualization,2,0.4,10619.0,37.0,94.0,http://www.cs.ox.ac.uk/jim.davies,0000-0003-4664-6862,University of Oxford,3.1,20
Ivan Flechais,Hci,2,0.8,2128.0,22.0,38.0,http://www.cs.ox.ac.uk/people/ivan.flechais/,,University of Oxford,3.1,20
Marina Jirotka,Hci,2,0.4,3933.0,34.0,67.0,http://www.cs.ox.ac.uk/marina.jirotka/,0000-0002-6088-3955,University of Oxford,3.1,20
Marta Z. Kwiatkowska,,2,0.3,24003.0,72.0,262.0,http://www.cs.ox.ac.uk/people/marta.kwiatkowska/,0000-0001-9022-7599,University of Oxford,3.1,20
Tam Vu 0001,Mobile,1,0.1,2603.0,25.0,49.0,http://mnslab.org/tamvu/,,University of Oxford,3.1,20
Stephen Cameron,,1,0.5,,,,,,University of Oxford,3.1,20
Luca Cardelli,,1,0.2,31287.0,79.0,198.0,http://lucacardelli.name/,0000-0002-8705-8488,University of Oxford,3.1,20
Yarin Gal,Ml,1,0.2,24582.0,44.0,89.0,http://www.cs.ox.ac.uk/people/yarin.gal/website/,0000-0002-2733-2078,University of Oxford,3.1,20
Ivan Martinovic,Security,1,0.1,6513.0,38.0,105.0,http://www.cs.ox.ac.uk/people/ivan.martinovic/,,University of Oxford,3.1,20
Michael J. Wooldridge,Ai,1,0.2,79599.0,98.0,372.0,http://www.cs.ox.ac.uk/people/michael.wooldridge/,0000-0002-9329-8410,University of Oxford,3.1,20
Moshe Tennenholtz,,13,4.6,,,,,0000-0002-9459-5388,Technion,3.0,21
